INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
Alloggio per uso turistico 7751;Unica;VIA AMBROGIO TRAVERSARI, 94;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7756;Unica;VIA DEGLI ORTI GIANICOLENSI, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7757;Unica;VIA FEDERICO ROSAZZA, 52;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7775;Unica;VIALE DEI QUATTRO VENTI, 73;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7779;Unica;VIALE DI TRASTEVERE, 138;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7794;Unica;VIA DI MONTE VERDE, 111;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 783;Unica;CIRCONVALLAZIONE GIANICOLENSE, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7835;Unica;VIA DELLA PISANA, 269;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 787;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7872;Unica;VIA AMBROGIO TRAVERSARI, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7899;Unica;VIALE DI TRASTEVERE, 319;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 7932;Unica;VIALE DI TRASTEVERE, 138;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 797;Unica;VIA QUIRINO MAJORANA, 171;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 799;Unica;VIA FELICE CAVALLOTTI, 73;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8034;Unica;LUNGOTEVERE PORTUENSE, 158;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8063;Unica;VIA DEI BICHI, 9;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8090;Unica;VIA FEDERICO ROSAZZA, 32;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8113;Unica;LARGO ALFREDO ORIANI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8169;Unica;VIA GIOVANNI PRATI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8230;Unica;VIA ANTONIO TOSCANI, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8249;Unica;VIA FRANCESCO DATINI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8261;Unica;VIA FRANCESCO MASSI, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8271;Unica;LUNGOTEVERE PORTUENSE, 150;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8276;Unica;CIRCONVALLAZIONE GIANICOLENSE, 120;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 831;Unica;VIA FRANCESCO SAVERIO SPROVIERI, 3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8335;Unica;VIA FILIPPO CHIAPPINI, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8352;Unica;VIA EMILIO LAMI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8366;Unica;VIA FRANCESCO DALL'ONGARO, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8403;Unica;VIA DELLA PISANA, 279;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8417;Unica;VIA DEGLI ORTI DI TRASTEVERE, 86;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8420;Unica;VIA ILDEBRANDO DELLA GIOVANNA, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8451;Unica;VIA OTTAVILLA, 14;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8460;Unica;VIALE DEI QUATTRO VENTI, 57;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 850;Unica;VIA MADDALENA RAINERI, 34;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8511;Unica;VIA BIAGIO PALLAI, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8563;Unica;VIA GIOVANNI BATTISTA NICCOLINI, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 857;Unica;LUNGOTEVERE PORTUENSE, 150;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8572;Unica;VIA S. GIROLAMO EMILIANI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8598;Unica;PIAZZA IPPOLITO NIEVO, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8603;Unica;VIA ETTORE ROLLI, 15;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8611;Unica;VIA GIACINTO CARINI, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8641;Unica;VIA ILDEBRANDO DELLA GIOVANNA, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8644;Unica;VIA ILDEBRANDO DELLA GIOVANNA, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8646;Unica;VIA VIRGINIA AGNELLI, 100;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 865;Unica;LUNGOTEVERE PORTUENSE, 150;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8666;Unica;VIA LORENZO VALLA, 27;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8675;Unica;VIA PANFILO CASTALDI, 14;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8709;Unica;VIA ANGELO BELLANI, 45;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8720;Unica;VIA FONTEIANA, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8725;Unica;VIA GIOVANNI FILIPPO INGRASSIA, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8736;Unica;VIA PORTUENSE, 119;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8738;Unica;VIA DI DONNA OLIMPIA, 204;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8743;Unica;VIA FILIPPO CHIAPPINI, 15;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8758;Unica;VIA CAMILLO DE LELLIS, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8764;Unica;VIA ILDEBRANDO DELLA GIOVANNA, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8766;Unica;VIA ERGISTO BEZZI, 34;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8770;Unica;VIA GIANO PARRASIO, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8800;Unica;VIA AURELIA ANTICA, 425;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8808;Unica;CIRCONVALLAZIONE GIANICOLENSE, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8815;Unica;VIALE DI TRASTEVERE, 290;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8822;Unica;VIA FRANCESCO SAVERIO SPROVIERI, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8828;Unica;VIA FRANCESCO MASSI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 885;Unica;VIA UGO BASSI, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8859;Unica;LARGO FRANCESCO ANZANI, 16;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8912;Unica;VIA ANTONIO SOGLIANO, 52;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8922;Unica;VIA GIOVANNI DA CASTEL BOLOGNESE, 35;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8936;Unica;CIRCONVALLAZIONE GIANICOLENSE, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 894;Unica;VIA ANTONIO CESARI, 20;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8941;Unica;VIA CESARE PASCARELLA, 34;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8956;Unica;VIA LUIGI ZAMBARELLI, 32;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8967;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8976;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8988;Unica;VIA DEGLI AMODEI, 159;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 8991;Unica;VIA PORTUENSE, 129;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9009;Unica;VIALE DEI QUATTRO VENTI, 196;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9010;Unica;VIALE DI VILLA PAMPHILI, 61;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9046;Unica;VIA PASQUALE REVOLTELLA, 92;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9064;Unica;VIA DI MONTE VERDE, 85;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9071;Unica;VIALE DEI QUATTRO VENTI, 57;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9076;Unica;VIA ILDEBRANDO DELLA GIOVANNA, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9079;Unica;VIA MARCANTONIO ODESCALCHI, 3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 9113;Unica;VIALE DEI COLLI PORTUENSI, 542;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 925;Unica;VIA UGO BASSI, 15/15B;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 95;Unica;VIA FRANCESCO DALL'ONGARO, 41;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 977;Unica;VIA DANTE DE BLASI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 981;Unica;VIA DI S. PANCRAZIO, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 983;Unica;VIA DANTE DE BLASI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
B&B CARINI 58;Unica;VIA GIACINTO CARINI, 58;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
B&B LA CASA DI ANTONIA;Unica;VIA CESARE PASCARELLA, 12;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0
B&B ST. ANGEL;Unica;VIA GIUSEPPE PARINI, 7;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
B&B TRASTEVEREINBED;Unica;VIA ANGELO BELLANI, 45;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
B&B VIALE DEI COLLI PORTUENSI 589;Unica;VIALE DEI COLLI PORTUENSI, 589;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
BAMBOO B&B ROMA;Categoria 2;VIA BASILIO BRICCI, 23;Municipio XII (ex Mun XVI);Guest House o Affittacamere;1;3;0;1;0;0;0;0
BEATO MICHELE RUA;Unica;VIA DELLA PISANA, 1111;Municipio XII (ex Mun XVI);Casa per ferie;98;67;0;0;0;0;0;0
BED & BREAKFAST - AREA 51;Unica;VIA DEL CASALETTO, 51;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
BED & BREAKFAST CUPOLE&CAMPANILI;Unica;CIRCONVALLAZIONE GIANICOLENSE, 168;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;1;0;0;0;0;0
BED & BREAKFAST DA CLAUDIA A MONTEVERDE;Unica;VIA BIAGIO PALLAI, 18;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0
BED & BREAKFAST I PLATANI;Unica;VIALE DI VILLA PAMPHILI, 103;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0
BED & BREAKFAST LA DUCHESSA A ROMA;Unica;VIA DUCHESSA DI GALLIERA, 14;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0
BED & BREAKFAST LA TERRAZZA DI MONTEVERDE;Unica;CIRCONVALLAZIONE GIANICOLENSE, 210;Municipio XII (ex Mun XVI);Bed & Breakfast imprenditoriale;0;2;0;0;0;0;0;0
BED & BREAKFAST Le Stanze di Nina;Unica;VIA S. GIROLAMO EMILIANI, 8;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0
BED & BREAKFAST ROOMS MONTEVERDE 2;Unica;VIA DI VAL TELLINA, 108;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
BED & BREAKFAST SAN CIRILLO;Unica;CIRCONVALLAZIONE GIANICOLENSE, 194;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0
BED & BREAKFAST VINCENT VAN GOGH;Unica;VIA DUCHESSA DI GALLIERA, 4;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
BED & PUPPETS;Unica;VIA EDOARDO JENNER, 8;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
BED&BREAKFAST CASETTA ROMA;Unica;VIA AMBROGIO TRAVERSARI, 58;Municipio XII (ex Mun XVI);Bed & Breakfast imprenditoriale;0;1;1;0;0;0;0;0
BED&BREAKFAST LA MAISON DE JO;Unica;VIA EDOARDO JENNER, 49;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;1;0;0;0;0;0
BEDROOMS IN ROME DI FRANCESCO CHIOFALO;Categoria 3;VIA GIOVANNI STEFANO ROCCATAGLIATA, 4;Municipio XII (ex Mun XVI);Guest House o Affittacamere;1;3;0;0;0;0;0;0
BELVEDERE MONTEVERDE;Categoria 2;VIALE AURELIO SAFFI, 70;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);1;1;1;0;0;0;0;0
BOUTIQU DOMUS RIVER TERRACE;Categoria 2;VIA PORTUENSE, 111;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
BOUTIQUE DOMUS BLUE TERRACE;Categoria 2;VIA PORTUENSE, 107;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
BOUTIQUE DOMUS TRASTEVERE MARKET BALCONY;Categoria 2;VIA PORTUENSE, 101;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
BOUTIQUE ROOMS;Categoria 2;VIA CESARE PASCARELLA, 46;Municipio XII (ex Mun XVI);Guest House o Affittacamere;1;4;0;1;0;0;0;0
BUONA VISTA'S HOME;Non Classificata;VIA DI BRAVETTA, 728;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
Bed & Breakfast ATTICO MONTEVERDE;Unica;VIA DI MONTE VERDE, 170;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
Bed & Breakfast Let's go to Rome;Unica;VIA CESARE PASCARELLA, 3;Municipio XII (ex Mun XVI);Bed & Breakfast imprenditoriale;0;3;0;0;0;0;0;0
Bed & Breakfast Un Sogno di Casa;Unica;VIA ALESSANDRO POERIO, 4;Municipio XII (ex Mun XVI);Bed & Breakfast imprenditoriale;0;4;0;0;0;0;0;0
C'HOME;Categoria 4;VIALE DI VILLA PAMPHILI, 44;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
C.A.V. EDO HOUSE MONTEVERDE;Categoria 1;VIA DELLA TRASFIGURAZIONE, 5;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
C.A.V. LA DOLCE SOSTA;Categoria 2;CIRCONVALLAZIONE GIANICOLENSE, 168;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
C.A.V. LA DOLCE SOSTA;Categoria 2;CIRCONVALLAZIONE GIANICOLENSE, 168;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CALIGOLA;Categoria 1;VIA BENEDETTO MUSOLINO, 23;Municipio XII (ex Mun XVI);Guest House o Affittacamere;1;4;0;0;0;0;0;0
CAMERA CON SVISTA;Categoria 4;VIA GIOVANNI DA CASTEL BOLOGNESE, 32;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
CAMILLA'S TERRACE AT GIANICOLO;Categoria 2;VIA GUIDO GUINIZELLI, 32;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0
CASA ALMADA;Unica;VIA DEL CASALETTO, 268;Municipio XII (ex Mun XVI);Casa per ferie;0;9;1;0;0;0;0;0
CASA BEBY;Categoria 2;VIA PAOLO SEGNERI, 7/A;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
CASA CASTELBOLOGNESE;Categoria 4;VIA GIOVANNI DA CASTEL BOLOGNESE, 45;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
CASA DEI PILLI;Categoria 1;VIA GIOVANNI BATTISTA FALDA, 3;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
CASA DEL CIBO;Unica;VIA ANTONIO PIGNATELLI, 6;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0
CASA DOLLY;Categoria 2;VIA DEI BAGLIONI, 30;Municipio XII (ex Mun XVI);Guest House o Affittacamere;1;2;0;0;0;0;0;0
"CASA E APPARTAMENTO PER VACANZE  ""B.IN ROME""";Categoria 2;PIAZZA BIAGIO PACE, 11;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2
"CASA E APPARTAMENTO PER VACANZE ""2 SUITES IN TRASTEVERE""";Categoria 2;VIA ETTORE ROLLI, 49;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
"CASA E APPARTAMENTO PER VACANZE ""ESMERALDA""";Categoria 1;VIA LAURA MANTEGAZZA, 7;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE ADELINA;Categoria 2;VIA FRANCESCO MASSI, 12;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE ALESSIO;Categoria 2;LUNGOTEVERE PORTUENSE, 174;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE ANNA E NELLO CASA A TRASTEVERE;Categoria 2;VIA GIANO PARRASIO, 23;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CAPITAL FLAT 9/A;Categoria 2;VIALE DI TRASTEVERE, 173;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);1;0;1;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CAPITAL FLAT 9/B;Categoria 2;VIALE DI TRASTEVERE, 173;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-1;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-2;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-3;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;0;1;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-4;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-5;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE CASALETTO 210-6;Categoria 2;VIA DEL CASALETTO, 210;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE COFINTEC;Categoria 1;VIA FELICE CAVALLOTTI, 10;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE DA DONNA FRANCA;Categoria 2;VIA DI VAL TELLINA, 121;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE DOMUS GIANICOLO;Categoria 2;VIALE DEI QUATTRO VENTI, 98;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE ELA HOUSE I N TRASTEVERE;Categoria 2;VIA CRESCENZO DEL MONTE, 26;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE ETTORE ROLLI 46;Categoria 2;VIA ETTORE ROLLI, 46;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE I QUATTRO VENTI;Categoria 1;VIALE DEI QUATTRO VENTI, 136;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE IL GELSOMINO;Categoria 2;VIALE DEI COLLI PORTUENSI, 167;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE JENNER;Categoria 2;VIA EDOARDO JENNER, 72;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE KAMARY FLAT;Categoria 1;VIA FRANCESCO DALL'ONGARO, 59;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
CASA E APPARTAMENTO PER VACANZE LUCA E ROVENA;Categoria 1;VIALE DI TRASTEVERE, 230;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
